ParkID,PSA,Park,FQ,Score,Facility Type,Facility Name,Address,State,Zipcode,Floor Count,Square Feet,Perimeter Length,Acres,Longitude,Latitude
89,PSA4,Golden Gate Heights Park,FY11Q1,0.917,Basketball Court,Palega Basketball Courts,500 Felton,CA,94134,,7360.71353371,362.13436638,0.16897941,-122.41004368,37.72889564
201,PSA6,Prentiss Mini Park,FY11Q1,0.971,Clubhouse,Peixotto Clubhouse,15th St & Roosevelt,CA,94114,1,2206.75911407,197.19342464,0.05066042,-122.43763555,37.7656256
33,PSA6,Bernal Heights Recreation Center,FY11Q1,0.935,Ball Field,South Sunset Ball Fields,40th Ave & Vicente St,CA,94116,,97238.4642689,1772.8081394,2.23229691,-122.49845826,37.73710357
59,PSA6,Mission Recreation Center,FY11Q1,0.871,Basketball Court,Gilman Basketball Courts,Gilman Ave & Griffith,CA,94124,,4238.10241446,269.28905277,0.09729383,-122.38856943,37.71697286
756667,GGP,Golden Gate Park - Section 3,FY11Q1,0.963,,,,,,,,,,,
203,PSA1,Broadway Tunnel West Mini Park,FY11Q1,0.9,Picnic Area,Pine Lake Park Picnic Areas,Sloat Blvd & Vale St,CA,94116,,1360.96363135,151.88378146,0.03124355,-122.48736957,37.73608483
139,PSA1,Willie Woo Woo Wong Playground,FY11Q1,1,Restroom,Lower Great Highway Judah Restrooms,Great Hwy & Noriega,CA,94122,1,1844.32326936,190.92887089,0.04234001,-122.5095536,37.76024004
130,PSA1,Helen Wills Playground,FY11Q1,1,Restroom,GGP4 Rose Garden Bathroom,Stanyan & Great Hwy,CA,94117,,1693.3252617,167.49628446,0.03887355,-122.47201293,37.77151676
143,PSA1,Sue Bierman Park,FY11Q1,0.976,,,,,,,,,,,
118,PSA2,Joseph L. Alioto Performing Arts Piazza,FY11Q1,1,,,,,,,,,,,
57,PSA2,Eugene Friend Recreation Center,FY11Q1,0.941,Basketball Court,Excelsior Basketball Courts,Russia Ave & Madrid,CA,94112,,5882.71172183,313.12745443,0.13504902,-122.43331869,37.71994082
53,PSA2,McKinley Square,FY11Q1,1,Basketball Court,Basketball Courts,Washington & Mason St,CA,94108,,4599.31621875,285.19390368,0.10558619,-122.41204267,37.79411551
54,PSA2,Jackson Playground,FY11Q1,0.904,Basketball Court,Jose Coronado Basketball Courts,21st & Folsom,CA,94110,,6941.84702357,354.07131837,0.15936352,-122.41525922,37.75750603
47,PSA3,Hilltop Park,FY11Q1,0.815,Basketball Court,Victoria Manalo DravesBsktball Crts,Folsom & Sherman St,CA,94103,,7339.78761317,361.08977147,0.16849901,-122.40660765,37.77738554
46,PSA3,Adam Rogers Park,FY11Q1,0.887,Basketball Court,Bernal Hts RC  Basketball Courts,500 Moultrie St,CA,94110,,3530.32840865,244.46992476,0.08104551,-122.41633421,37.73824803
9,PSA4,Rolph Nicol Playground,FY11Q1,0.975,Dog Play Area,Douglass dog play area,26th & Douglass Street,CA,94114,,70655.3372339,1153.01964642,1.62202984,-122.43889466,37.74674101
16,PSA4,Randolph-Bright Mini Park,FY11Q1,0.931,,,,,,,,,,,
8,PSA5,Douglass Playground,FY11Q1,0.989,Ball Field,Crocker Amazon - ball fields,Moscow & Italy Streets,CA,94112,,515443.479217,5506.26766406,11.8330014,-122.43050192,37.71451183
7,PSA5,George Christopher Playground,FY11Q1,0.977,Ball Field,Larsen Ball Fields,19th Avenue & Vicente,CA,94116,,20560.1826994,567.35952328,0.47199874,-122.47602952,37.74084587
81,PSA5,Buena Vista Park,FY11Q1,0.871,Basketball Court,Mission Dolores Basketball Courts,19th & Dolores St,CA,94110,,6114.33862854,324.16947022,0.14036646,-122.42739885,37.76103393
191,PSA6,Kid Power Park,FY11Q1,1,Clubhouse,Laurel Hill Clubhouse,Euclid & Collins St,CA,94118,1,1340.11904178,184.90093265,0.03076502,-122.45120921,37.78370026
60,PSA6,Jose Coronado Playground,FY11Q1,1,Basketball Court,GGP1 Panhandle Basketball Courts,Stanyan & Great Hwy,CA,94117,,4645.55364528,279.46531331,0.10664766,-122.44838047,37.77230438
103,PSA1,Lincoln Park,FY11Q1,0.918,Basketball Court,Walter Haas Basketball Courts,Addison & Farnum,CA,94131,,4080.7046888,264.14249975,0.09368046,-122.43480806,37.74043202
100,PSA1,Richmond Playground,FY11Q1,0.988,Basketball Court,Sunnyside Basketball Courts,Terisita Ave & Melrose,CA,94127,,5666.1323908,304.64579288,0.13007702,-122.44688777,37.73295943
99,PSA1,Rochambeau Playground,FY11Q1,0.978,Basketball Court,States Street Basketball Courts,States St,CA,94114,,7840.89794171,361.90425414,0.18000297,-122.43813886,37.76370219
59481,PSA2,Patricia's Green in Hayes Valley,FY11Q1,1,,,,,,,,,,,
192,PSA2,Turk-Hyde Mini Park,FY11Q1,1,Activity Center,Lincoln Park Golf Course Clubhouse,34th Ave & Clement,CA,94121,,8288.49405798,571.17541938,0.1902784,-122.49430875,37.78226619
168,PSA2,Tenderloin Children's Recreation Center,FY11Q1,1,Activity Center,GGP2 Bowling Green Clubhouse,Stanyan & Great Hwy,CA,94117,1,2741.29987025,210.53731947,0.06293184,-122.45896828,37.76859841
56,PSA2,South Park,FY11Q1,0.9,Basketball Court,Duboce Park Basketball Courts,Duboce & Scott St,CA,94117,,4241.34373459,277.37614501,0.09736824,-122.4342058,37.76943315
15,PSA3,Cayuga Playground,FY11Q1,0.822,Ball Field,Holly ball fields,Holly Park Circle,CA,94110,,41701.5094901,811.86392619,0.95733876,-122.41988213,37.73755457
163,PSA4,Lower Great Highway,FY11Q1,0.897,Clubhouse,Douglass Clubhouse,26th & Douglass St,CA,94114,1,1125.83014062,175.93961953,0.02584561,-122.43839743,37.74780728
86,PSA4,Carl Larsen Park,FY11Q1,0.841,Basketball Court,Ocean View Basketball Courts,Capitol & Montana St,CA,94112,,5572.02031431,311.98222779,0.1279165,-122.45670775,37.71633478
88,PSA4,McCoppin Square,FY11Q1,0.912,Basketball Court,Parkside Square Basketball Courts,28th Ave & Vicente,CA,94116,,2332.72574538,203.41131,0.05355223,-122.48342987,37.73875894
82,PSA4,Pine Lake Park,FY11Q1,1,Basketball Court,Mission PG Basketball Court,19th & Linda,CA,94110,,5620.72826355,309.7624937,0.12903468,-122.42257415,37.75924429
10,PSA4,Lake Merced Park,FY11Q1,1,Ball Field,Eureka Valley Ball Fields,100 Collingwood,CA,94114,,32412.1511184,705.06018676,0.74408358,-122.4366393,37.7595074
78,PSA5,Mt. Olympus,FY11Q1,1,Basketball Court,Michelangelo Basketball Courts,Greenwich & Jones,CA,94133,,4157.34091877,255.5544523,0.0954398,-122.41675033,37.80101867
159,PSA5,Cayuga-Lamartine Mini Park,FY11Q1,0.966,Clubhouse,Willie Woo Woo Wong Clubhouse,850 Sacramento St,CA,94108,2,3403.83588163,243.05796446,0.07814163,-122.40690115,37.79359973
1,PSA5,Glen Park,FY11Q1,1,Ball Field,Chalmers: Ball Fields,670 Brunswick & Lowell Roemer,CA,94112,,43710.0184176,856.15180694,1.00344796,-122.44643687,37.70989615
23,PSA6,Juri Commons,FY11Q1,0.909,Ball Field,James Lang Ball Fields,1016 Laguna,CA,94102,,98547.664829,1395.6175974,2.26235214,-122.42465985,37.78097316
73,PSA5,Seward Mini Park,FY11Q1,0.921,Basketball Court,Koshland Park Basketball Courts,Page & Buchanan,CA,94102,,1589.21913452,151.93653184,0.0364836,-122.42699192,37.77327797
79,PSA5,Saturn Street Steps,FY11Q1,0.75,,,,,,,,,,,
120,PSA2,Golden Gate-Steiner Mini Park,FY11Q1,1,,,,,,,,,,,
127,PSA2,Cottage Row Mini Park,FY11Q1,1,Restroom,GGP2 Japanese Tea Garden Women's Bathrm,Stanyan & Great Hwy,CA,94117,,390.48083205,116.41633881,0.00896424,-122.46944064,37.7704745
200,PSA5,States Street Playground,FY11Q1,0.762,Clubhouse,Parque Ninos Unidos Clubhouse,23rd & Treat St,CA,94110,,2043.33632629,288.86182024,0.04690874,-122.41389356,37.75431392
107857,PSA5,Roosevelt-Henry Steps,FY11Q1,1,,,,,,,,,,,
68,PSA4,West Portal Playground,FY11Q1,0.931,Basketball Court,James Rolph Jr Basketball Courts,Potrero & Cesar Chavez St,CA,94110,,7643.29521634,509.15403411,0.17546662,-122.40654275,37.75007779
113,PSA6,Duboce Park,FY11Q1,0.971,Restroom,Larsen Restrooms,19th Ave & Vicente,CA,94116,,323.65283913,77.38584687,0.00743008,-122.47604401,37.73945888
137665,PSA3,Louis Sutter Playground,FY11Q1,0.962,,,,,,,,,,,
137671,PSA3,Herz Playground,FY11Q1,0.869,,,,,,,,,,,
67,PSA5,Sunnyside Playground,FY11Q1,0.977,Basketball Court,Jackson Basketball Courts,17th & Arkansas St,CA,94107,,9047.84159772,398.94305154,0.20771069,-122.39976107,37.76385141
182,PSA2,Fillmore-Turk Mini Park,FY11Q1,0.833,Clubhouse,J. P. Murphy Clubhouse,1960 9th Ave,CA,94116,2,2599.03414942,236.37915801,0.05966585,-122.46524302,37.75156572
125,PSA2,Hamilton Recreation Center,FY11Q1,0.933,Restroom,GGP6 Chain of Lakes Bathroom,Stanyan & Great Hwy,CA,94117,,855.37671883,118.28860667,0.01963683,-122.50180553,37.76797053
756666,GGP,Golden Gate Park - Section 2,FY11Q1,0.823,,,,,,,,,,,
19,PSA4,Minnie & Lovie Ward Recreation Center,FY11Q1,0.906,Ball Field,Louis Sutter PG Ball Fields,Mansell & Visitacion,CA,94134,,111951.522599,1514.096974,2.5700636,-122.41348022,37.72310926
85,PSA4,South Sunset Playground,FY11Q1,0.925,Basketball Court,Joe Dimaggio Basketball Courts,651 Lombard St,CA,94133,,8238.44653742,368.89918681,0.18912946,-122.41205791,37.8024484
93,PSA4,Sunset Playground,FY11Q1,0.92,Basketball Court,Rochambeau Basketball Courts,24th Ave & Lake,CA,94121,,11519.3302359,640.89995279,0.26444849,-122.4846026,37.78477532
63,PSA6,Mission Dolores Park,FY11Q1,0.848,Basketball Court,Head/Brotherhood Basketball Courts,Head St & Brotherhood Way,CA,94112,,5011.46119745,296.28422135,0.11504778,-122.46417493,37.7126251
61,PSA6,Mission Playground,FY11Q1,0.943,Basketball Court,Grattan Basketball Courts,1180 Stanyan St,CA,94117,,7371.65644109,350.30567378,0.16923062,-122.45151797,37.76245816
51,PSA6,24th Street-York Mini Park,FY11Q1,1,Basketball Court,Larsen Basketball Courts,19th Ave & Vicente,CA,94116,,6939.12054321,352.4466055,0.15930093,-122.47610361,37.73980229
199,PSA6,Coso-Precita Mini Park,FY11Q1,0.933,Maintenance Facility,Mission Dolores Park Maintenance Building,19th & Dolores St,CA,94110,2,1172.48017632,140.29280117,0.02691655,-122.42685893,37.75962315
150,PSA1,Joe DiMaggio North Beach Playground,FY11Q1,0.991,Restroom,Washington Square Bathrooms,Filbert & Stockton & Columbus,CA,94133,1,287.27759197,83.94499361,0.00659501,-122.41063078,37.80105784
122,PSA2,Jefferson Square,FY11Q1,0.867,Restroom,GGP4 Mothers Meadow Bathroom,M.L. King Dr/19th Ave,CA,94117,,1381.33674553,154.49024443,0.03171126,-122.47668133,37.76637364
126,PSA2,Japantown Peace Plaza,FY11Q1,0.84,Restroom,GGP1 Conservatory Bathroom,Stanyan & Great Hwy,CA,94117,,1292.9298713,145.49034208,0.0296817,-122.46077534,37.77259623
119,PSA2,Margaret S. Hayward Playground,FY11Q1,1,Restroom,GGP3 Arboretum South Restrooms,Stanyan & Great Hwy,CA,94117,,330.07628624,78.2887399,0.00757754,-122.46834526,37.76680021
108,PSA2,Bush-Broderick Mini Park,FY11Q2,0.944,Restroom,Alta: Restrooms,Jackson & Steiner,CA,94115,1,213.12065831,60.72910794,0.0048926,-122.43815497,37.7912412
168,PSA2,Tenderloin Children's Recreation Center,FY11Q2,1,Activity Center,GGP2 Bowling Green Clubhouse,Stanyan & Great Hwy,CA,94117,1,2741.29987025,210.53731947,0.06293184,-122.45896828,37.76859841
85,PSA4,South Sunset Playground,FY11Q2,0.897,Basketball Court,Joe Dimaggio Basketball Courts,651 Lombard St,CA,94133,,8238.44653742,368.89918681,0.18912946,-122.41205791,37.8024484
756666,GGP,Golden Gate Park - Section 2,FY11Q2,0.928,,,,,,,,,,,
26,PSA3,Kelloch Velasco Mini Park,FY11Q2,0.983,Ball Field,Moscone ball fields,1800 Chestnut Street,CA,94123,,209906.117877,2000.31810716,4.81880068,-122.43287515,37.80222739
191,PSA6,Kid Power Park,FY11Q2,1,Clubhouse,Laurel Hill Clubhouse,Euclid & Collins St,CA,94118,1,1340.11904178,184.90093265,0.03076502,-122.45120921,37.78370026
63,PSA6,Mission Dolores Park,FY11Q2,0.928,Basketball Court,Head/Brotherhood Basketball Courts,Head St & Brotherhood Way,CA,94112,,5011.46119745,296.28422135,0.11504778,-122.46417493,37.7126251
60,PSA6,Jose Coronado Playground,FY11Q2,0.987,Basketball Court,GGP1 Panhandle Basketball Courts,Stanyan & Great Hwy,CA,94117,,4645.55364528,279.46531331,0.10664766,-122.44838047,37.77230438
151,PSA1,Alice Marble Tennis Courts,FY11Q2,0.975,Restroom,Marina Green Bathrooms East,Marina Blvd,CA,94123,1,494.31070948,93.51395156,0.01134786,-122.43453075,37.80646143
184,PSA1,Fay Park,FY11Q2,1,Clubhouse,James Rolph Jr Clubhouse,Potrero & Cesar Chavez St,CA,94110,1,2967.47364084,239.32732981,0.06812409,-122.4066724,37.74997723
19,PSA4,Minnie & Lovie Ward Recreation Center,FY11Q2,0.765,Ball Field,Louis Sutter PG Ball Fields,Mansell & Visitacion,CA,94134,,111951.522599,1514.096974,2.5700636,-122.41348022,37.72310926
163,PSA4,Lower Great Highway,FY11Q2,0.978,Clubhouse,Douglass Clubhouse,26th & Douglass St,CA,94114,1,1125.83014062,175.93961953,0.02584561,-122.43839743,37.74780728
99,PSA1,Rochambeau Playground,FY11Q2,0.938,Basketball Court,States Street Basketball Courts,States St,CA,94114,,7840.89794171,361.90425414,0.18000297,-122.43813886,37.76370219
166,PSA1,Julius Kahn Playground,FY11Q2,0.94,Clubhouse,Gilman Clubhouse,Gilman Ave & Griffith,CA,94124,1,3479.96936258,236.52381605,0.07988942,-122.38832992,37.71682579
47,PSA3,Hilltop Park,FY11Q2,1,Basketball Court,Victoria Manalo DravesBsktball Crts,Folsom & Sherman St,CA,94103,,7339.78761317,361.08977147,0.16849901,-122.40660765,37.77738554
84,PSA4,Parkside Square,FY11Q2,0.962,Basketball Court,Noe Valley Courts Basketball Courts,24th & Douglass St,CA,94114,,4366.99484314,273.77967126,0.10025281,-122.43903453,37.75155961
93,PSA4,Sunset Playground,FY11Q2,0.99,Basketball Court,Rochambeau Basketball Courts,24th Ave & Lake,CA,94121,,11519.3302359,640.89995279,0.26444849,-122.4846026,37.78477532
129,PSA1,Alta Plaza,FY11Q2,0.96,Restroom,GGP5 Polo Field Bathroom,Stanyan & Great Hwy,CA,94117,1,2269.8466994,199.66123781,0.05210872,-122.49278049,37.76678507
81,PSA5,Buena Vista Park,FY11Q2,0.843,Basketball Court,Mission Dolores Basketball Courts,19th & Dolores St,CA,94110,,6114.33862854,324.16947022,0.14036646,-122.42739885,37.76103393
122,PSA2,Jefferson Square,FY11Q2,0.894,Restroom,GGP4 Mothers Meadow Bathroom,M.L. King Dr/19th Ave,CA,94117,,1381.33674553,154.49024443,0.03171126,-122.47668133,37.76637364
53,PSA2,McKinley Square,FY11Q2,0.969,Basketball Court,Basketball Courts,Washington & Mason St,CA,94108,,4599.31621875,285.19390368,0.10558619,-122.41204267,37.79411551
50,PSA6,James Rolph Jr. Playground,FY11Q2,0.904,Basketball Court,Cabrillo Basketball Courts,38th Ave  &  Cabrillo,CA,94121,,7295.76407392,488.94951375,0.16748837,-122.49870696,37.77278236
176,PSA6,Mullen-Peralta Mini Park,FY11Q2,0.846,Activity Center,GGP1 Sharon Arts Studio,Sharon Meadow,CA,94117,2,8482.89796935,513.54125224,0.19474132,-122.4582116,37.76827229
172,PSA1,Richmond Recreation Center,FY11Q2,0.918,Fieldhouse,GGP1 Kezar Fieldhouse S,755 Stanyan,CA,94117,,2260.34423283,232.58714591,0.05189057,-122.45598582,37.76620435
90,PSA4,J. P. Murphy Playground,FY11Q2,0.974,Basketball Court,Potrero Hill Basketball Courts,801 Arkansas St,CA,94107,,5816.79070531,317.60049201,0.13353567,-122.39716361,37.75692591
756665,GGP,Golden Gate Park - Section 1,FY11Q2,0.977,,,,,,,,,,,
156,PSA1,10th Avenue-Clement Mini Park,FY11Q2,1,Clubhouse,Boeddeker Park Clubhouse,295 Eddy St,CA,94102,2,3737.61853707,341.73327562,0.08580426,-122.41181591,37.78431772
96,PSA1,Fulton Playground,FY11Q2,0.986,Basketball Court,Friend Basketball Courts,270 6th St,CA,94103,,6206.83755454,325.53343636,0.14248995,-122.40664464,37.77871683
136,PSA1,St. Mary's Square,FY11Q2,0.957,Restroom,Jefferson Square Bathrooms,Eddy & Gough,CA,94109,,449.38542699,90.23716577,0.01031651,-122.42546457,37.78153236
170,PSA1,Woh Hei Yuen Park,FY11Q2,1,Activity Center,GGP3 County Fair Bldg,Stanyan & Great Hwy,CA,94117,1,28191.7247907,1359.81325728,0.64719554,-122.46716526,37.76656383
4,PSA5,Walter Haas Playground,FY11Q2,1,Ball Field,Balboa ball fields,Ocean & San Jose,CA,94112,,223812.895502,5432.1560005,5.13805764,-122.44532438,37.72402602
10,PSA4,Lake Merced Park,FY11Q2,1,Ball Field,Eureka Valley Ball Fields,100 Collingwood,CA,94114,,32412.1511184,705.06018676,0.74408358,-122.4366393,37.7595074
24,PSA6,Garfield Square,FY11Q2,0.944,Ball Field,McCoppin Ball Fields,24th & Taraval,CA,94116,,77985.770037,1152.13806504,1.7903141,-122.47987668,37.74401981
141,PSA1,Portsmouth Square,FY11Q2,1,Restroom,Lower Great Hwy Wawona Bathrooms,Great Hwy & Noriega,CA,94122,1,3391.88708734,1046.45121399,0.07786732,-122.50634897,37.73640946
120,PSA2,Golden Gate-Steiner Mini Park,FY11Q2,1,,,,,,,,,,,
59481,PSA2,Patricia's Green in Hayes Valley,FY11Q2,1,,,,,,,,,,,
80,PSA5,Corona Heights,FY11Q2,0.814,Basketball Court,Miraloma Basketball Courts,Omar & Sequoia Way,CA,94127,,6480.24350968,333.89334191,0.14876652,-122.44913152,37.73905066
112,PSA1,Yacht Harbor & Marina Green,FY11Q2,0.909,,,,,,,,,,,
167,PSA4,Midtown Terrace Playground,FY11Q2,1,Activity Center,GGP5 Anglers Lodge,Stanyan & Great Hwy,CA,94117,1,2013.00861791,212.43984643,0.0462125,-122.49656408,37.76799666
68,PSA4,West Portal Playground,FY11Q2,0.831,Basketball Court,James Rolph Jr Basketball Courts,Potrero & Cesar Chavez St,CA,94110,,7643.29521634,509.15403411,0.17546662,-122.40654275,37.75007779
78,PSA5,Mt. Olympus,FY11Q2,0.792,Basketball Court,Michelangelo Basketball Courts,Greenwich & Jones,CA,94133,,4157.34091877,255.5544523,0.0954398,-122.41675033,37.80101867
101,PSA1,Park Presidio Boulevard,FY11Q2,0.87,Basketball Court,Sunset Basketball Courts,2201 Lawton,CA,94122,,5862.00774433,325.58222614,0.13457372,-122.48655481,37.75667826
121,PSA2,Buchanan Street Mall,FY11Q2,0.851,,,,,,,,,,,
40,PSA3,Joseph Lee Recreation Center,FY11Q2,1,Ball Field,Youngblood Coleman Ball Fields,Mendell & Galvez,CA,94124,,47940.276475,980.14656017,1.10056171,-122.384341,37.73860918
1,PSA5,Glen Park,FY11Q2,0.982,Ball Field,Chalmers: Ball Fields,670 Brunswick & Lowell Roemer,CA,94112,,43710.0184176,856.15180694,1.00344796,-122.44643687,37.70989615
131,PSA1,Allyne Park,FY11Q2,0.976,Restroom,GGP1 Sharon Meadow Bathroom,Sharon Meadow,CA,94117,,1925.5028652,201.75352464,0.04420364,-122.45891022,37.76818303
128,PSA1,Lafayette Park,FY11Q2,0.772,Restroom,GGP1 Panhandle Restroom Bldg,Stanyan & Great Hwy,CA,94117,1,1727.51549691,166.4628948,0.03965846,-122.44757749,37.77208711
29,PSA3,Excelsior Playground,FY11Q2,0.688,Ball Field,Palega ball fields,500 Felton,CA,94134,,84054.7028935,1281.833866,1.92963818,-122.40925318,37.72949294
83,PSA4,Sigmund Stern Recreation Grove,FY11Q2,0.915,Basketball Court,Moscone Basketball Courts,1800 Chestnut St,CA,94123,,10434.7946896,594.32577847,0.23955088,-122.43314293,37.80208974
13,PSA4,Junipero Serra Playground,FY11Q2,0.935,Ball Field,Glen ball fields,Diamond & Farnum Street,CA,94131,,124520.486259,1891.67544541,2.85860846,-122.44059154,37.73600816
65,PSA4,Aptos Playground,FY11Q2,0.875,Basketball Court,Holly Park Basketball Courts,Holly Park Cir,CA,94110,,5308.3049602,303.45103125,0.1218624,-122.42038592,37.73698333
70,PSA5,Miraloma Playground,FY11Q2,0.968,Basketball Court,Julius Kahn Basketball Courts,West Pacific Ave & Spruce St,CA,94118,,5049.66417562,295.52117196,0.1159248,-122.45432447,37.7912172
180,PSA5,Sunnyside Conservatory,FY11Q2,1,Clubhouse,Grattan Clubhouse,1180 Stanyan St,CA,94117,1,2468.96985103,240.14986476,0.05667998,-122.45197204,37.76269549
125,PSA2,Hamilton Recreation Center,FY11Q2,0.974,Restroom,GGP6 Chain of Lakes Bathroom,Stanyan & Great Hwy,CA,94117,,855.37671883,118.28860667,0.01963683,-122.50180553,37.76797053
119,PSA2,Margaret S. Hayward Playground,FY11Q2,0.991,Restroom,GGP3 Arboretum South Restrooms,Stanyan & Great Hwy,CA,94117,,330.07628624,78.2887399,0.00757754,-122.46834526,37.76680021
55,PSA2,Franklin Square,FY11Q2,0.938,Basketball Court,Crocker Amazon Basketball Courts,Moscow & Italy St,CA,94112,,16364.7869562,724.77705778,0.37568532,-122.43084993,37.71474057
91,PSA4,West Sunset Playground,FY11Q2,0.972,Basketball Court,Presidio Heights Basketball Courts,Clay & Walnut St,CA,94118,,6165.96933931,320.01983988,0.14155174,-122.44947936,37.78852017
86,PSA4,Carl Larsen Park,FY11Q2,0.925,Basketball Court,Ocean View Basketball Courts,Capitol & Montana St,CA,94112,,5572.02031431,311.98222779,0.1279165,-122.45670775,37.71633478
158,PSA5,Joost-Baden Mini Park,FY11Q2,1,Clubhouse,Cayuga Clubhouse,Cayuga & Naglee St,CA,94112,1,3211.76397627,233.43396958,0.07373225,-122.44979162,37.71423603
75,PSA5,Eureka Valley Recreation Center,FY11Q2,0.928,Basketball Court,Little Hollywood Basketball Courts,Lathrop & Tocoloma,CA,94134,,3785.5995273,257.52762314,0.08690575,-122.39780481,37.71007449
34,PSA6,Coleridge Mini Park,FY11Q2,0.71,Ball Field,St Mary's Ball Fields,Murray & Justin Dr,CA,94112,,84078.5528853,1213.73295736,1.9301857,-122.42088341,37.7344511
33,PSA6,Bernal Heights Recreation Center,FY11Q2,1,Ball Field,South Sunset Ball Fields,40th Ave & Vicente St,CA,94116,,97238.4642689,1772.8081394,2.23229691,-122.49845826,37.73710357
37,PSA6,Precita Park,FY11Q2,0.94,Ball Field,Upper Noe Ball Fields,Day & Sanchez St,CA,94131,,41131.458692,843.25765343,0.94425214,-122.42748055,37.74242329
62,PSA6,Alioto Mini Park,FY11Q2,0.96,Basketball Court,Hayes Valley Basketball Courts,Hayes & Buchanan St,CA,94102,,7077.49719648,358.39552992,0.16247763,-122.42709066,37.77609582
756667,GGP,Golden Gate Park - Section 3,FY11Q2,1,,,,,,,,,,,
103,PSA1,Lincoln Park,FY11Q2,0.84,Basketball Court,Walter Haas Basketball Courts,Addison & Farnum,CA,94131,,4080.7046888,264.14249975,0.09368046,-122.43480806,37.74043202
155,PSA1,Muriel Leff Mini Park,FY11Q2,0.967,Clubhouse,Argonne: Clubhouse,18th Ave  &  Geary Blvd,CA,94121,1,1629.31048702,213.18216445,0.03740397,-122.47766682,37.77958789
107,PSA1,Laurel Hill Playground,FY11Q2,0.938,Restroom,Alamo: Restrooms,Hayes & Steiner,CA,94117,1,479.58760374,96.29146286,0.01100986,-122.43430821,37.776068
109,PSA1,Presidio Heights Playground,FY11Q2,0.978,Restroom,Balboa Park East Bathrooms,Ocean & San Jose,CA,94112,,1008.10053654,127.05939092,0.0231429,-122.44423221,37.72518276
154,PSA1,Joseph Conrad Mini Park,FY11Q2,0.977,,,,,,,,,,,
142,PSA1,Maritime Plaza,FY11Q2,1,,,,,,,,,,,
145,PSA1,Ina Coolbrith Mini Park,FY11Q2,0.914,Restroom,Noe Valley Courts Bathrooms,24th & Douglass St,CA,94114,1,391.33209888,98.01244807,0.00898378,-122.43921804,37.75148479
115,PSA2,Koshland Park,FY11Q2,0.98,Restroom,DuPont Courts Restrooms,30th Ave & Clement,CA,94121,1,291.65593654,75.7329909,0.00669553,-122.49084001,37.78287907
123,PSA2,Sgt. John Macaulay Park,FY11Q2,1,Restroom,GGP1 Horseshoe Pits Bathroom,Stanyan & Great Hwy,CA,94117,,349.75651841,77.8627313,0.00802934,-122.45598222,37.77374756
57,PSA2,Eugene Friend Recreation Center,FY11Q2,0.921,Basketball Court,Excelsior Basketball Courts,Russia Ave & Madrid,CA,94112,,5882.71172183,313.12745443,0.13504902,-122.43331869,37.71994082
52,PSA2,Potrero Hill Recreation Center,FY11Q2,0.859,Basketball Court,Cayuga Basketball Courts,Cayuga & Naglee St,CA,94112,,7743.77720525,358.05812772,0.17777337,-122.45013946,37.71405211
193,PSA2,Esprit Park,FY11Q2,1,Clubhouse,MS Hayward Historic Clubhouse,1016 Laguna,CA,94102,,1016.86513675,169.67849563,0.0233441,-122.42668959,37.7807431
177,PSA3,Visitacion Valley Greenway,FY11Q2,0.976,,,,,,,,,,,
164,PSA3,Crocker Amazon Playground,FY11Q2,0.677,Clubhouse,Excelsior Clubhouse,Russia Ave & Madrid,CA,94112,1,2747.3730508,278.83978327,0.06307126,-122.43361483,37.72024888
9,PSA4,Rolph Nicol Playground,FY11Q2,0.872,Dog Play Area,Douglass dog play area,26th & Douglass Street,CA,94114,,70655.3372339,1153.01964642,1.62202984,-122.43889466,37.74674101
7,PSA5,George Christopher Playground,FY11Q2,0.975,Ball Field,Larsen Ball Fields,19th Avenue & Vicente,CA,94116,,20560.1826994,567.35952328,0.47199874,-122.47602952,37.74084587
195,PSA5,Peixotto Playground,FY11Q2,0.908,Clubhouse,McCoppin Square Clubhouse,24th & Taraval,CA,94116,1,1220.97237056,186.16244717,0.02802978,-122.48075768,37.743533
200,PSA5,States Street Playground,FY11Q2,0.958,Clubhouse,Parque Ninos Unidos Clubhouse,23rd & Treat St,CA,94110,,2043.33632629,288.86182024,0.04690874,-122.41389356,37.75431392
22,PSA5,Upper Noe Recreation Center,FY11Q2,0.99,Ball Field,Laurel Ball Fields,Euclid & Collins Streets,CA,94118,,24075.7227053,622.98768297,0.55270475,-122.45087374,37.78391437
8,PSA5,Douglass Playground,FY11Q2,0.934,Ball Field,Crocker Amazon - ball fields,Moscow & Italy Streets,CA,94112,,515443.479217,5506.26766406,11.8330014,-122.43050192,37.71451183
72,PSA5,Noe Valley Courts,FY11Q2,0.873,Basketball Court,Kelloch Velasco Basketball Courts,Kelloch & Velasco St,CA,94134,,8317.7788332,532.84981018,0.19095069,-122.41281406,37.70844554
113,PSA6,Duboce Park,FY11Q2,1,Restroom,Larsen Restrooms,19th Ave & Vicente,CA,94116,,323.65283913,77.38584687,0.00743008,-122.47604401,37.73945888
61,PSA6,Mission Playground,FY11Q2,0.907,Basketball Court,Grattan Basketball Courts,1180 Stanyan St,CA,94117,,7371.65644109,350.30567378,0.16923062,-122.45151797,37.76245816
32,PSA6,Holly Park,FY11Q2,0.989,Ball Field,Silver Terrace Ball Fields,Thornton & Bayshore,CA,94124,,144641.95196,2286.76352614,3.3205356,-122.40329777,37.73298657
